BTyperDB_ID	Internal_ID	NCBI_BioSample	Collection_Year	Collection_Month	Collection_Day	Continent	Country	Region	City	Country_Code	Region_Code	Source_1	Source_2	Source_3	BTyper3_species(ANI)	BTyper3_subspecies(ANI)	BTyper3_Pseudo_Gene_Flow_Unit(ANI)	BTyper3_Closest_Type_Strain(ANI)	BTyper3_anthrax_toxin(genes)	BTyper3_emetic_toxin_cereulide(genes)	BTyper3_diarrheal_toxin_Nhe(genes)	BTyper3_diarrheal_toxin_Hbl(genes)	BTyper3_diarrheal_toxin_CytK(top_hit)	BTyper3_sphingomyelinase_Sph(gene)	BTyper3_capsule_Cap(genes)	BTyper3_capsule_Has(genes)	BTyper3_capsule_Bps(genes)	BTyper3_Bt(genes)	BTyper3_PubMLST_ST[clonal_complex](perfect_matches)	BTyper3_Adjusted_panC_Group(predicted_species)	BTyper3_final_taxon_names	GTDB_Species	Completeness	Contamination	N_Contigs	Total_Length	GC	N50	Largest_Contig	Ns_per_Kbp	Free_Text	Curator_Notes	Changelog
BTDB_2022-0003565.1	GCA_022663005.1	SAMN25826052	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(94.90209197998047)	No subspecies	cereus(96.20205688476562)	paranthracis(96.27000427246094)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	Unknown(unknown ST)	Group_II(mosaicus/luti)	B. mosaicus	Bacillus_A tropicus	98.92	0.11	50	5407405	35.21	491855	1130955	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003566.1	GCA_022663035.1	SAMN25826050	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(95.28715515136719)	No subspecies	cereus(98.44889068603516)	paranthracis(98.93006134033203)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A paranthracis	99.13	0.4	421	5612837	35.15	48466	249090	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003567.1	GCA_022663055.1	SAMN25826049	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(94.98856353759766)	No subspecies	cereus(96.79849243164062)	tropicus(96.66720581054688)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	2444[No clonal complex](7/7)	Group_II(mosaicus/luti)	B. mosaicus	Bacillus_A tropicus	99.18	0.41	74	5243612	35.28	453349	896654	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003568.1	GCA_022663075.1	SAMN25826048	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(97.16661071777344)	No subspecies	frankland(97.16661071777344)	cereus(98.48320007324219)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A cereus	98.76	0.66	492	5943151	34.75	56913	226038	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003569.1	GCA_022663095.1	SAMN25826045	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(97.49654388427734)	No subspecies	anthracis(97.5924072265625)	anthracis(97.47856140136719)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	1420[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.51	91	5194027	35.18	202203	567509	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003570.1	GCA_022663115.1	SAMN25826046	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cytotoxicus(95.01931762695312)	No subspecies	cytotoxicus*(95.1328353881836)	cytotoxicus(94.9939956665039)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-1)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_VII(cytotoxicus)*	B. cytotoxicus	Bacillus_A cytotoxicus	99.43	0.86	123	4345875	35.57	228836	829794	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003571.1	GCA_022663135.1	SAMN25826047	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cytotoxicus(94.83197021484375)	No subspecies	cytotoxicus*(95.13227844238281)	cytotoxicus(95.06990051269531)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-1)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_VII(cytotoxicus)*	B. cytotoxicus	Bacillus_A cytotoxicus	99.43	0.86	134	4273648	35.62	228836	677544	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003572.1	GCA_022663155.1	SAMN25826044	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(97.1468734741211)	No subspecies	frankland(97.1468734741211)	cereus(98.73432922363281)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	2(Vip1Aa3;Vip2Aa1)	22[ST-142 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A cereus	99.23	0.31	118	6327880	34.62	256346	749106	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003573.1	GCA_022663175.1	SAMN25826043	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(97.10319519042969)	No subspecies	frankland(97.10319519042969)	cereus(98.88356018066406)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	5/5(capA;capB;capC;capD;capE)	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A cereus	98.87	0.47	64	5717966	34.94	326184	1028050	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003574.1	GCA_022663195.1	SAMN25826042	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(95.2696762084961)	cereus(98.95647430419922)	cereus(97.90569305419922)	paranthracis(97.79596710205078)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus subsp. cereus; B. cereus	Bacillus_A paranthracis	99.07	0.55	66	5146078	35.31	271462	752340	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003575.1	GCA_022663215.1	SAMN25826041	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(97.85186767578125)	No subspecies	anthracis(97.9918441772461)	anthracis(97.89986419677734)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	57[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.12	0.46	87	5362314	35.12	266039	690824	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003576.1	GCA_022663235.1	SAMN25826040	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(95.39293670654297)	cereus(97.52181243896484)	cereus(99.04090881347656)	paranthracis(98.29373168945312)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	462[ST-205 complex](6/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus; B. cereus	Bacillus_A paranthracis	99.21	0.2	483	5462766	35.32	47807	162166	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003577.1	GCA_022663255.1	SAMN25826039	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(95.27568054199219)	No subspecies	cereus(96.79981231689453)	tropicus(96.81501770019531)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	2188[No clonal complex](6/7)	Group_II(mosaicus/luti)	B. mosaicus	Bacillus_A tropicus	98.92	0.41	75	5301801	35.29	601464	833085	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003578.1	GCA_022663275.1	SAMN25826038	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(98.71229553222656)	No subspecies	frankland(98.71229553222656)	cereus(97.02304077148438)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	3/9(bpsD;bpsE;bpsH)	0()	139[ST-18 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A bombysepticus	99.23	0.09	66	5317693	35.02	336590	1120212	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003579.1	GCA_022663295.1	SAMN25826035	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(94.39690399169922)	No subspecies	cereus(96.050537109375)	pacificus(97.9964828491211)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	90[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A paranthracis	98.61	0.72	73	5641799	35.18	161192	627996	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003580.1	GCA_022663305.1	SAMN25826037	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(94.30197143554688)	No subspecies	cereus(96.3687973022461)	pacificus(99.36934661865234)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	Unknown(unknown ST)	Group_III(mosaicus)*	B. mosaicus	Bacillus_A paranthracis	98.3	1.63	397	5125622	35.4	52772	255539	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003581.1	GCA_022663335.1	SAMN25826036	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(94.2849349975586)	No subspecies	UnknownGeneFlowUnit15*(98.09345245361328)	anthracis(94.28909301757812)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	1777[No clonal complex](7/7)	Group_II(mosaicus/luti)*	B. mosaicus	Bacillus_A thuringiensis_N	99.34	0.2	75	5776118	34.93	379637	1172835	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003582.1	GCA_022663355.1	SAMN25826034	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(97.10135650634766)	No subspecies	frankland(97.10135650634766)	cereus(98.750732421875)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	Unknown(unknown ST)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A cereus	98.7	0.83	58	5721232	34.89	1100613	1814449	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003583.1	GCA_022663375.1	SAMN25826033	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(98.33324432373047)	No subspecies	frankland(98.33324432373047)	cereus(97.00629425048828)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	1243[ST-18 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A bombysepticus	99.18	0.48	70	5683628	34.81	409564	772154	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003584.1	GCA_022663395.1	SAMN25826031	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(97.28536224365234)	No subspecies	frankland(97.28536224365234)	cereus(98.28327941894531)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	5/5(capA;capB;capC;capD;capE)	0/3()	2/9(bpsE;bpsH)	0()	Unknown(unknown ST)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A cereus	98.92	0.31	53	5628269	34.91	458729	759676	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003585.1	GCA_022663415.1	SAMN25826032	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(95.04716491699219)	No subspecies	cereus(96.96424102783203)	tropicus(96.9894027709961)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	104[No clonal complex](7/7)	Group_II(mosaicus/luti)	B. mosaicus	Bacillus_A tropicus	99.23	0.72	72	5264484	35.25	339924	1205685	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003586.1	GCA_022663435.1	SAMN25826030	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(96.97721099853516)	No subspecies	frankland(96.97721099853516)	cereus(98.61392211914062)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	14(Cry1Aa24;Cry1Ca10;Cry1Ca11;Cry1Ca2;Cry1Cb-like;Cry1Cb3;Cry1Ea12;Cry1H-like;Cry1Hb2;Cry1I-like;Cry1Ia10/Cry1Ia14/Cry1Ia19/Cry1Ia2/Cry1Ia34/Cry1Ia36/Cry1Ia39/Cry1Ia40;Cry2Aa25;Cry2Ah4;Vip3Aa53)	22[ST-142 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A cereus	98.97	0.2	850	6763031	34.76	32897	190805	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003587.1	GCA_022663445.1	SAMN25826029	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(95.55535888671875)	No subspecies	cereus(98.45259094238281)	paranthracis(99.0509262084961)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	122[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A paranthracis	99.23	0.3	65	5385373	35.15	497941	1129293	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003588.1	GCA_022663475.1	SAMN25826026	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(95.96359252929688)	No subspecies	berliner(96.56204223632812)	thuringiensis(96.25157165527344)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	56[ST-23 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A thuringiensis_S	99.34	1.92	480	6372282	34.57	48265	207566	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003589.1	GCA_022663485.1	SAMN25826028	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(97.09471893310547)	No subspecies	frankland(97.09471893310547)	cereus(98.8731460571289)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	5/5(capA;capB;capC;capD;capE)	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A cereus	98.87	0.47	74	5670050	34.93	538486	1565020	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003590.1	GCA_022663495.1	SAMN25826027	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	luti(92.90288543701172)	No subspecies	luti*(91.64291381835938)	luti(91.91078186035156)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	0/1()	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_VI(mycoides/paramycoides)*	B. luti	Bacillus_A cereus_AU	97.41	0.62	155	5140349	35.31	118919	372352	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003591.1	GCA_022663535.1	SAMN25826024	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	rhizoplanae*(88.41898345947266)	No subspecies	pseudomycoides*(82.60691833496094)	rhizoplanae(88.41898345947266)	0/3()	0/4()	0/3()	3/4(hblA;hblC;hblD)	0/1()	0/1()	0/5()	0/3()	2/9(bpsE;bpsH)	0()	Unknown(unknown ST)	Group_bingmayongensis*	(Species unknown)	Bacillus_A Unknown	99.43	0.36	143	5165413	36.13	142496	340938	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003592.1	GCA_022663555.1	SAMN25826025	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(94.43515014648438)	No subspecies	cereus(96.4315185546875)	pacificus(97.51535034179688)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	1296[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A paranthracis	98.92	0.74	387	5433478	35.24	49958	149588	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003593.1	GCA_022663575.1	SAMN25826022	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(95.479736328125)	cereus(97.53717803955078)	cereus(98.49732971191406)	paranthracis(99.0513916015625)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus subsp. cereus; B. cereus	Bacillus_A paranthracis	99.23	0.29	72	5188960	35.23	272146	587651	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003594.1	GCA_022663595.1	SAMN25826021	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cytotoxicus(99.27998352050781)	No subspecies	cytotoxicus(99.503662109375)	cytotoxicus(99.46672821044922)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-1)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_VII(cytotoxicus)	B. cytotoxicus	Bacillus_A cytotoxicus	98.85	0	117	4187838	35.6	150904	348813	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003595.1	GCA_022663605.1	SAMN25826023	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(92.95341491699219)	No subspecies	mobilis*(96.37061309814453)	mobilis(96.42667388916016)	0/3()	0/4()	3/3(nheA;nheB;nheC)	3/4(hblA;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	1749[No clonal complex](4/7)	Group_II(mosaicus/luti)*	B. mosaicus	Bacillus_A mobilis	99.22	0.35	373	5316340	35.46	59260	191877	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003596.1	GCA_022663635.1	SAMN25826019	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(97.09744262695312)	No subspecies	frankland(97.09744262695312)	cereus(98.00328063964844)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	18(Cry1Aa12/Cry1Aa25/Cry1Aa3;Cry1Aa24;Cry1Aa8;Cry1Ab-like;Cry1Ab33;Cry1Ba2/Cry1Ba4;Cry1Ca10;Cry1Ca11;Cry1Ca2;Cry1Ca6_1;Cry1Cb-like;Cry1Cb3;Cry1Da1/Cry1Da2;Cry1H-like;Cry1I-like;Cry1Ia10/Cry1Ia14/Cry1Ia19/Cry1Ia2/Cry1Ia34/Cry1Ia36/Cry1Ia39/Cry1Ia40;Cry2Ah4;Vip3Aa53)	239[No clonal complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A cereus	98.77	0.32	345	6374753	34.8	39819	228138	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003597.1	GCA_022663655.1	SAMN25826020	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(97.87123107910156)	No subspecies	anthracis(97.87832641601562)	anthracis(97.86566925048828)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.15	93	5295082	35.21	176641	508839	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003598.1	GCA_022663675.1	SAMN25826018	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(95.85189056396484)	No subspecies	berliner(96.46729278564453)	thuringiensis(96.25732421875)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	56[ST-23 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A thuringiensis_S	98.9	1.24	555	6166464	34.81	45625	190845	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003599.1	GCA_022663685.1	SAMN25826016	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(98.70475006103516)	No subspecies	frankland(98.70475006103516)	cereus(96.8697509765625)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	16(Cry1Aa24;Cry1Ab-like;Cry1Ca10;Cry1Ca11;Cry1Ca2;Cry1Ca6_1;Cry1Cb-like;Cry1Cb3;Cry1Da1/Cry1Da2;Cry1H-like;Cry1I-like;Cry1Ia10/Cry1Ia14/Cry1Ia19/Cry1Ia2/Cry1Ia34/Cry1Ia36/Cry1Ia39/Cry1Ia40;Cry2Ah4;Cry9Da2;Cry9Ea1/Cry9Ea2/Cry9Ea9;Vip3Aa53)	15[ST-8 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A bombysepticus	98.61	0.31	430	6704104	34.69	53857	164634	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003600.1	GCA_022663715.1	SAMN25826015	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(94.845458984375)	No subspecies	cereus(96.14106750488281)	tropicus(96.1934585571289)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	1168[No clonal complex](6/7)	Group_II(mosaicus/luti)	B. mosaicus	Bacillus_A tropicus	98.92	0	71	5498271	35.19	487050	931534	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003601.1	GCA_022663735.1	SAMN25826017	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	cereus s.s.(97.40797424316406)	No subspecies	frankland(97.40797424316406)	cereus(98.05304718017578)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	4(Cry40Da1;Cry70Ba1;Cry70Bb1;Cry9Aalike)	86[No clonal complex](6/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A cereus	99.23	0.36	144	5818225	34.92	234528	497064	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003602.1	GCA_022663755.1	SAMN25826014	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(95.37723541259766)	cereus(97.6893310546875)	cereus(98.84447479248047)	paranthracis(98.43737030029297)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	1066[ST-205 complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus; B. cereus	Bacillus_A paranthracis	99.23	0.31	73	5419505	35.28	522670	1576709	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0003603.1	GCA_022663775.1	SAMN25826013	2020	Unknown	Unknown	Europe	Germany	Unknown	Unknown	DEU	Unknown	Food	Food	Unspecified	mosaicus(95.964599609375)	No subspecies	cereus(97.19977569580078)	paranthracis(97.04191589355469)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A paranthracis	99.15	0.77	72	5149284	35.36	366659	824373	0		None (Curator PM);None (Curator LC)	v1
